Entry,Customer Placed Order Time(min),Placed Order with Restaurant Time(min),OPtoORTime(min)Delta,Driver at Restaurant Time(min),DRfmOPTime(min) Delta,DRfmORTime(min) Delta,Delivered to Customer Time(min),OCfmOPTime(min) Delta,OCfmORTime(min) Delta,OCfmDRTime(min) Delta,Driver ID,Restaurant ID,Consumer ID,Delivery Region,Is ASAP,Order total,Amount of discount,Amount of tip,Refunded amount
9003,999,1122,123,0,-999,-1122,1154,155,32,1154,224,63,2469,Mountain View,FALSE,48.96,0,2,0
9004,58,102,44,135,77,33,152,94,50,17,225,68,3163,Palo Alto,FALSE,29.38,0,1.07,0
9011,37,86,49,0,-37,-86,131,94,45,131,225,12,3699,Palo Alto,FALSE,25.9,0,1.83,0
9019,59,91,31,107,48,17,131,72,41,24,225,86,78977,Palo Alto,FALSE,24.61,0,0,0
9020,183,185,1,0,-183,-185,251,68,67,251,225,233,62181,Palo Alto,TRUE,22.3,0,0.74,0
9025,145,184,39,0,-145,-184,240,95,56,240,225,70,109045,Palo Alto,FALSE,46.88,6,1.87,0
9030,75,85,10,0,-75,-85,136,61,51,136,225,100,38800,Palo Alto,TRUE,72.23,0,3.04,0
9036,92,92,0,150,58,58,197,105,105,47,225,10,12871,Palo Alto,TRUE,549.01,0,24.69,0
9037,55,57,2,91,36,34,120,65,63,29,227,194,86730,San Jose,TRUE,20.14,6,0.65,0
9038,176,177,1,233,57,56,245,69,68,12,227,139,92787,San Jose,TRUE,68.86,6,6,0
9047,90,115,25,0,-90,-115,228,138,113,228,227,158,11446,San Jose,TRUE,32.54,0,1.63,0
9050,63,73,10,0,-63,-73,141,78,68,141,227,147,55823,San Jose,TRUE,41.24,0,3.24,0
9051,210,210,0,245,36,35,291,81,81,45,227,337,87064,San Jose,TRUE,67.77,6,2.84,0
9054,236,237,1,263,27,26,304,68,67,41,227,181,12639,San Jose,TRUE,41.89,0,2.09,0
9056,242,244,2,0,-242,-244,304,62,60,304,227,197,12639,San Jose,TRUE,13.6,0,0.68,0
9059,115,118,3,149,34,31,178,63,60,29,227,271,75430,San Jose,TRUE,32.6,6,1.63,0
9063,92,108,16,153,62,45,169,77,61,16,227,316,76938,San Jose,FALSE,39.19,6,4.56,0
9065,117,123,6,141,24,18,181,63,57,39,227,155,18378,San Jose,TRUE,57.04,0,2.85,0
9066,174,194,21,214,40,19,253,80,59,40,227,313,11585,San Jose,TRUE,47.27,0,3.79,0
9073,225,225,1,255,31,30,301,76,76,46,227,128,12891,San Jose,TRUE,40.8,0,4.8,0
9074,134,169,36,0,-134,-169,273,139,103,273,227,300,50668,San Jose,TRUE,32.05,6,1.19,0
9080,36,38,2,69,34,32,120,85,83,51,227,170,75046,San Jose,TRUE,27.64,6,4,0
9087,45,61,17,97,52,36,159,114,98,62,227,143,61333,San Jose,TRUE,88.87,0,13.33,0
9090,238,239,1,249,11,10,302,64,63,53,227,169,12691,San Jose,TRUE,76.96,0,3.85,0
9093,65,67,2,116,51,49,136,70,69,20,227,316,6792,San Jose,TRUE,31.51,0,1.58,0
9094,30,30,0,55,25,25,93,63,62,37,227,170,76722,San Jose,TRUE,27.21,6,0.97,0
9096,47,65,18,103,55,37,140,92,75,37,227,194,44483,San Jose,TRUE,44.06,0,3.5,0
9098,197,207,9,0,-197,-207,265,68,59,265,227,322,16085,San Jose,TRUE,32.11,5,1.19,0
9100,160,256,96,176,16,-80,238,78,-19,62,227,30,12688,Mountain View,TRUE,33.68,0,2.54,0
9102,132,161,28,148,15,-13,204,71,43,56,227,352,13699,San Jose,TRUE,33.76,0,5,0
9106,92,117,25,0,-92,-117,224,133,108,224,227,154,90328,San Jose,TRUE,27.21,6,1.36,0
9110,98,133,35,158,60,25,182,84,49,24,227,393,197104,San Jose,TRUE,71.2,6,5.99,0
9112,145,152,7,0,-145,-152,237,92,84,237,228,176,12972,San Jose,TRUE,74.48,0,3.72,0
9113,1064,1105,41,1120,56,15,1148,85,44,29,228,222,74199,San Jose,FALSE,52.31,0,2.12,0
9114,1024,1084,60,1104,80,20,1122,98,38,18,228,158,11053,San Jose,FALSE,18.72,0,2.81,0
9115,64,79,15,106,43,27,143,79,64,37,228,325,58721,San Jose,TRUE,60.32,0,7.49,0
9116,144,145,1,177,34,33,226,82,81,48,228,195,80337,San Jose,TRUE,24.38,6,1.69,0
9117,1050,1103,53,0,-1050,-1103,1157,107,54,1157,228,27,14296,Palo Alto,FALSE,65,0,5.42,0
9118,24,50,26,69,45,18,91,67,40,22,228,154,52969,San Jose,TRUE,59.07,0,2.44,0
9120,194,214,20,250,57,37,263,70,49,13,228,178,57105,San Jose,TRUE,132.11,0,16.56,0
9121,1011,1086,74,0,-1011,-1086,1115,103,29,1115,228,123,93444,Palo Alto,FALSE,34.34,6,0,0
9125,156,175,19,194,38,19,235,79,60,42,228,283,82257,San Jose,TRUE,86.01,6,4.3,0
9127,120,152,32,183,64,31,200,80,48,17,228,321,82176,San Jose,TRUE,37.01,6,1.85,0
9129,26,76,50,96,71,21,121,96,46,25,228,170,58981,San Jose,FALSE,23.29,0,2.39,0
9132,1120,1127,7,1178,57,50,1186,65,58,8,228,267,27235,San Jose,TRUE,51.68,0,10,0
9133,112,117,5,133,21,16,177,65,60,44,228,201,11101,San Jose,TRUE,34.51,0,3.93,0
9137,1086,1089,3,0,-1086,-1089,1152,66,63,1152,228,154,11152,San Jose,FALSE,62.22,0,7,0
9138,1092,1143,51,1175,83,32,1191,99,48,16,228,309,79513,San Jose,FALSE,25.27,6,2.65,0
9147,125,153,28,165,40,12,196,71,43,31,228,311,77009,San Jose,TRUE,23.33,6,2.38,0
9156,88,96,8,141,52,44,153,65,57,12,229,8,2487,Palo Alto,TRUE,28.24,0,2.82,0
9158,79,95,16,118,39,23,144,65,49,25,229,53,794,Palo Alto,FALSE,104.8,0,5.24,0
9167,52,82,30,106,54,25,117,65,36,11,229,4,19789,Palo Alto,FALSE,27.64,0,2.98,0
9168,74,75,1,134,60,59,148,73,72,14,229,63,43474,Palo Alto,FALSE,53.74,0,2.69,0
9174,116,142,26,160,44,18,180,64,38,20,229,4,100753,Palo Alto,FALSE,84.74,6,3.62,0
9195,9,84,76,136,127,51,203,194,119,67,229,20,3293,Palo Alto,FALSE,65.76,0,3.29,69.05
9221,1090,1389,299,1409,319,20,1434,344,45,25,229,3,9408,Palo Alto,FALSE,187.58,0,8.07,0
9226,1124,1160,36,1169,46,10,1188,65,29,19,232,183,61509,San Jose,TRUE,50.54,0,2.53,0
9242,933,1085,152,1098,165,13,1119,186,33,21,232,135,56015,San Jose,FALSE,19.05,0,1.8,0
9246,1076,1096,20,1136,60,40,1158,81,62,22,232,315,18146,San Jose,FALSE,36.41,0,3.64,0
9253,1100,1104,4,1137,37,33,1171,71,67,34,232,294,96518,San Jose,TRUE,23.93,0,0.82,24.75
9266,1070,1078,8,0,-1070,-1078,1145,74,67,1145,232,170,158225,San Jose,FALSE,30.96,0,1.14,0
9276,82,1065,982,1099,1017,35,1132,1050,68,33,232,125,56015,San Jose,FALSE,222.92,0,29.09,0
9277,1137,1175,38,1181,44,6,1218,81,43,37,232,172,11737,San Jose,TRUE,41.29,0,4.86,0
9282,920,1110,190,1111,191,1,1143,223,32,32,232,188,103497,San Jose,FALSE,59.07,0,2.95,0
9284,45,80,34,0,-45,-80,135,90,55,135,235,201,13200,San Jose,TRUE,18.04,0,4,0
9285,141,187,46,0,-141,-187,230,89,43,230,235,322,12898,San Jose,TRUE,76.14,0,6.43,82.57
9287,22,25,3,0,-22,-25,92,70,67,92,235,186,47850,San Jose,TRUE,37.37,0,5.61,0
9290,238,240,2,248,10,8,302,64,62,54,235,194,25371,San Jose,TRUE,20.14,0,1.95,0
9293,88,98,10,0,-88,-98,172,83,74,172,235,357,75091,San Jose,TRUE,72.12,0,9.12,0
9295,103,107,4,144,41,37,173,70,66,29,235,322,57721,San Jose,TRUE,78.92,0,3.95,0
9296,1183,1184,1,1209,26,25,1259,76,75,51,235,175,106707,San Jose,TRUE,24.92,6,2.61,0
9298,1139,1162,23,1173,34,11,1207,67,45,34,235,154,13952,San Jose,TRUE,22.26,0,0.74,0
9301,1,116,115,142,141,26,168,167,52,26,235,139,69916,San Jose,FALSE,90.23,10,3.87,0
9306,896,1085,189,1102,206,16,1127,231,42,25,235,170,14175,San Jose,FALSE,42.98,0,2.15,0
9307,1072,1083,10,1101,29,19,1136,64,54,35,235,294,96518,San Jose,FALSE,23.99,0,1.65,0
9311,72,154,82,168,97,14,185,114,31,17,235,179,76282,San Jose,FALSE,23.35,6,2.39,0
9313,1116,1123,7,1130,14,7,1191,75,68,61,235,170,58191,San Jose,TRUE,45.69,0,3.65,0
9317,127,185,58,213,86,28,251,124,66,38,235,129,60735,San Jose,FALSE,46.24,0,0,0
9318,1019,1084,65,0,-1019,-1084,1120,101,36,1120,235,352,74199,San Jose,FALSE,36.34,0,1.39,0
9322,16,17,1,0,-16,-17,82,66,65,82,235,337,83375,San Jose,FALSE,94.96,6,4.09,0
9323,1190,1192,3,0,-1190,-1192,1261,72,69,1261,235,201,54094,San Jose,TRUE,17.95,0,0.9,0
9325,205,207,1,254,49,47,270,65,63,16,236,353,514,Palo Alto,TRUE,63.64,63.64,5.3,0
9326,110,142,32,0,-110,-142,174,64,32,174,236,187,64446,San Jose,TRUE,24.36,0,3.36,0
9329,38,40,2,59,22,19,107,69,67,47,239,222,13813,San Jose,TRUE,38.49,0,1.92,0
9330,92,107,15,125,33,19,178,86,71,53,239,195,70238,San Jose,TRUE,67.28,0,2.81,0
9331,55,60,5,104,49,44,129,74,69,25,239,183,35636,San Jose,TRUE,121.76,0,6.09,0
9333,95,103,8,126,32,23,178,83,75,52,239,298,72788,San Jose,TRUE,24.42,0,0.84,0
9334,90,96,6,0,-90,-96,173,83,77,173,239,170,13350,San Jose,TRUE,48.9,0,4.89,0
9335,26,34,8,54,27,19,101,75,67,48,239,313,102221,San Jose,TRUE,84.68,6,7.23,0
9351,105,117,12,140,34,23,180,74,63,40,240,211,10953,Palo Alto,TRUE,145.22,0,0,0
9364,180,216,36,224,44,7,245,65,29,21,240,9,8014,Palo Alto,TRUE,35.31,0,1.34,0
9373,90,139,49,158,67,18,179,89,40,21,240,10,3033,Palo Alto,FALSE,57.49,0,7,0
9378,70,72,2,112,43,41,133,63,61,20,240,10,76710,Palo Alto,TRUE,68.48,6,8.61,0
9415,25,44,18,0,-25,-44,109,83,65,109,241,27,48895,Palo Alto,TRUE,96.32,0,8.3,0
9420,16,144,128,0,-16,-144,176,160,32,176,241,205,3949,Palo Alto,FALSE,23.29,0,1.59,0
9428,119,150,31,165,47,16,185,66,35,20,241,120,2847,Palo Alto,TRUE,75.6,0,7.56,0
9438,62,68,6,102,39,33,128,66,60,26,242,258,2181,Palo Alto,TRUE,40.69,0,3.19,0
9445,1084,1105,21,1141,58,37,1162,78,57,20,242,8,9067,Palo Alto,FALSE,18.45,0,1.14,0
9448,65,83,18,0,-65,-83,129,64,46,129,242,104,1372,Palo Alto,TRUE,40.75,0,4.79,0
9452,1120,1150,30,0,-1120,-1150,1211,91,61,1211,242,211,11383,Palo Alto,TRUE,39.12,0,1.52,0
9454,111,129,18,152,41,23,192,81,63,40,242,8,13526,Palo Alto,TRUE,38.52,0,2.99,0
9459,979,1056,77,1101,121,44,1127,148,70,26,242,59,26654,Palo Alto,FALSE,296.33,0,39.21,0
9467,1029,1045,17,1080,51,35,1091,62,46,11,242,9,14,Palo Alto,FALSE,33.19,0,3.75,0
9473,1110,1158,48,1170,60,12,1193,83,34,23,242,53,92490,Palo Alto,FALSE,99.91,0,4.31,0
9479,1081,1120,39,1144,63,24,1161,80,41,17,242,12,459,Palo Alto,FALSE,28.67,0,1.04,0
9482,125,128,3,170,45,42,198,74,71,28,242,8,18371,Palo Alto,TRUE,94.9,0,4.08,0
9483,109,130,20,135,25,5,190,81,60,55,242,9,3171,Palo Alto,TRUE,29.87,0,1.49,0
9487,999,1030,31,1087,88,58,1112,113,82,24,242,58,3728,Palo Alto,FALSE,275.94,0,10,0
9506,142,169,26,0,-142,-169,207,65,39,207,243,138,16686,San Jose,TRUE,38.08,0,3,0
9507,106,125,19,151,45,25,174,68,49,23,243,194,95225,San Jose,TRUE,38.08,6,2,0
9514,71,76,5,91,20,15,148,77,73,58,243,181,11830,San Jose,TRUE,67.33,0,3.37,0
9515,179,199,20,214,36,15,279,101,80,65,243,126,71324,San Jose,TRUE,85.88,0,7.34,0
9516,74,106,32,0,-74,-106,139,65,33,139,243,154,49042,San Jose,TRUE,49.5,0,2,0
9517,12,92,80,114,102,22,129,117,37,15,243,139,70634,San Jose,FALSE,15.68,0,0.44,0
9527,185,185,0,225,40,40,248,63,63,23,243,186,95484,San Jose,TRUE,42.27,6,2.11,0
9534,38,50,13,0,-38,-50,112,74,62,112,243,170,75088,San Jose,TRUE,36.29,6,1.39,0
9538,100,141,41,156,56,15,171,71,30,15,243,195,11052,San Jose,TRUE,35.31,0,2.69,0
9548,105,162,57,119,15,-43,184,79,22,65,245,98,105208,Mountain View,TRUE,42.87,0,6.43,0
9552,86,90,4,166,80,76,174,88,84,8,245,45,5210,Mountain View,TRUE,109.69,0,9.53,0
9554,162,165,2,196,33,31,232,69,67,36,245,111,9589,Mountain View,TRUE,195.68,0,16.89,0
9559,22,78,56,85,63,7,105,83,27,20,245,90,2180,Mountain View,FALSE,20.14,0,0.65,0
9562,80,121,41,134,55,14,154,74,34,20,245,221,92064,Mountain View,TRUE,28.73,0,2.09,0
9570,136,151,15,0,-136,-151,201,66,51,201,245,248,1988,Mountain View,TRUE,95.18,0,9,0
9580,61,65,4,0,-61,-65,122,61,57,122,245,100,38800,Palo Alto,TRUE,81.96,0,6.98,0
9581,158,177,19,224,65,47,245,87,68,22,245,48,10646,Palo Alto,TRUE,28.78,0,1.04,0
9583,163,166,3,203,40,37,233,70,67,30,245,77,2409,Mountain View,TRUE,52.11,0,2.61,0
9585,149,150,1,0,-149,-150,293,144,142,293,245,47,3924,Palo Alto,TRUE,124.34,0,18.65,142.99
9590,14,98,83,0,-14,-98,137,123,39,137,245,54,6422,Mountain View,FALSE,45.69,0,1.82,0
9591,188,204,17,0,-188,-204,257,69,53,257,245,370,10333,Mountain View,TRUE,22.31,0,2.25,0
9598,52,89,37,0,-52,-89,159,107,70,159,245,224,1664,Mountain View,TRUE,72.34,0,8,80.34
9599,40,57,17,82,42,25,106,65,49,24,245,361,75050,Mountain View,TRUE,17.42,0,0.52,0
9600,121,216,95,0,-121,-216,246,125,30,246,245,87,5317,Mountain View,FALSE,36.4,0,2.79,0
9607,72,75,3,98,26,23,161,89,86,63,245,187,27329,San Jose,TRUE,18.94,0,0.95,19.89
9610,5,49,44,86,82,38,106,101,57,19,245,115,965,Mountain View,FALSE,64.67,0,2.69,0
9611,116,161,46,0,-116,-161,196,80,35,196,245,109,11689,Mountain View,TRUE,49.47,0,2.47,0
9612,55,92,37,0,-55,-92,129,75,38,129,245,342,158138,Mountain View,TRUE,28.84,0,3.15,0
9622,41,45,4,88,47,43,102,62,58,14,245,43,31093,Mountain View,TRUE,35.85,0,3.59,0
9623,20,20,0,0,-20,-20,83,63,63,83,245,88,14756,Mountain View,TRUE,17.94,0,0.54,0
9641,49,51,2,102,53,51,133,84,82,31,245,41,196975,Mountain View,TRUE,83.16,6,4.16,0
9645,152,170,18,170,19,0,225,73,55,55,245,12,20485,Palo Alto,TRUE,38.63,0,1,0
9649,7,7,1,34,27,26,70,64,63,37,245,88,50612,Mountain View,TRUE,22.83,0,1.14,0
9669,175,187,12,0,-175,-187,248,73,60,248,246,12,73,Palo Alto,TRUE,28.24,0,2.04,0
9670,69,97,28,108,39,11,130,61,33,22,246,69,10012,Palo Alto,TRUE,34.22,0,1.29,0
9673,45,66,21,96,51,30,141,96,75,45,246,107,3696,Palo Alto,TRUE,45.59,0,1.82,0
9680,209,223,14,0,-209,-223,293,84,70,293,246,211,7615,Palo Alto,TRUE,91.31,0,3.92,0
9681,1156,1156,0,1204,48,48,1234,79,78,30,246,70,98093,Palo Alto,TRUE,86.01,6,4.3,0
9689,15,150,134,174,159,24,209,194,59,35,246,94,7597,Palo Alto,FALSE,31.56,0,3.52,0
9691,75,79,5,0,-75,-79,161,86,81,161,246,233,2353,Palo Alto,TRUE,33.69,0,2.54,0
9692,1060,1124,63,1130,70,7,1151,91,28,21,246,19,6943,Palo Alto,FALSE,21.71,0,1.09,0
9694,40,76,37,0,-40,-76,142,102,66,142,246,5,2528,Palo Alto,TRUE,74.95,0,0,0
9698,1104,1117,14,0,-1104,-1117,1212,108,95,1212,246,8,12708,Palo Alto,TRUE,185.62,0,7.98,0
9703,1134,1155,20,0,-1134,-1155,1231,97,76,1231,246,20,11128,Palo Alto,TRUE,18.47,0,0.57,0
9713,58,69,11,79,21,10,134,75,65,55,246,83,15577,Palo Alto,TRUE,24.38,0,0.84,0
9715,209,225,16,0,-209,-225,276,67,51,276,246,62,4018,Palo Alto,TRUE,25.52,0,0.89,0
9717,105,124,19,0,-105,-124,167,62,43,167,246,360,8405,Palo Alto,TRUE,54.94,0,2.75,0
9722,1119,1158,39,1163,45,6,1201,82,43,38,246,9,4969,Palo Alto,FALSE,33.73,0,5.06,0
9725,139,185,46,0,-139,-185,209,70,24,209,246,100,1804,Palo Alto,TRUE,53.25,0,4.34,0
9728,148,184,36,0,-148,-184,240,92,56,240,246,48,191766,Palo Alto,TRUE,29.22,6,0,0
9729,111,119,8,0,-111,-119,172,61,53,172,246,28,3041,Palo Alto,TRUE,53.69,0,2.68,0
9732,194,240,47,285,91,45,303,109,62,18,246,20,7773,Palo Alto,FALSE,83,0,7.08,0
9741,181,188,7,197,16,9,267,85,79,70,246,233,6778,Palo Alto,TRUE,28.73,0,1.04,0
9742,8,35,27,0,-8,-35,82,74,47,82,246,3,7530,Palo Alto,TRUE,19.59,0,0.62,0
9743,155,183,28,0,-155,-183,235,80,51,235,246,114,642,Palo Alto,TRUE,46.67,0,3.74,0
9746,1199,1203,4,0,-1199,-1203,1273,74,70,1273,246,15,109573,Palo Alto,TRUE,40.26,6,1.57,0
9747,1204,1215,12,1247,44,32,1266,63,51,19,246,20,1530,Palo Alto,TRUE,34.98,0,3.99,0
9749,217,224,7,0,-217,-224,287,70,63,287,246,107,12385,Palo Alto,TRUE,41.29,0,6.19,0
9750,105,148,44,148,43,-1,183,78,35,35,246,9,14043,Palo Alto,TRUE,27.7,0,2,0
9751,29,35,5,52,23,17,101,72,67,49,246,306,194124,Palo Alto,TRUE,30.9,0,1.14,0
9755,1177,1201,24,1211,34,10,1240,64,39,30,246,62,13241,Mountain View,TRUE,25.58,0,0.9,0
9760,1051,1153,102,1184,133,32,1196,145,43,12,246,62,6943,Palo Alto,FALSE,19.59,0,0.98,0
9765,1200,1205,5,1236,36,31,1269,70,64,33,246,27,13489,Palo Alto,TRUE,28.19,0,1.41,0
9775,1227,1239,11,0,-1227,-1239,1317,90,78,1317,246,219,514,Palo Alto,TRUE,159.69,159.69,13.58,0
9776,1241,1256,15,1293,53,38,1319,78,63,25,246,68,73104,Palo Alto,TRUE,29.93,0,2.2,0
9777,116,119,4,141,26,22,185,69,66,43,246,63,4252,Palo Alto,TRUE,54.18,0,2.21,0
9778,9,10,1,38,29,28,78,69,68,40,246,107,5974,Palo Alto,TRUE,60.21,0,3.01,0
9781,946,1122,176,0,-946,-1122,1151,205,29,1151,246,19,14374,Palo Alto,FALSE,29.38,0,1.07,0
9783,1154,1160,6,0,-1154,-1160,1240,87,81,1240,246,20,194188,Palo Alto,TRUE,22.2,6,1.49,0
9788,1046,1073,27,1128,82,55,1156,110,84,29,246,86,8076,Palo Alto,FALSE,295.33,0,13.02,0
9801,20,21,1,0,-20,-21,83,63,62,83,247,20,37138,Palo Alto,TRUE,40.69,0,4.78,0
9807,74,75,2,90,17,15,138,64,62,47,247,20,8236,Palo Alto,TRUE,24.38,0,0.84,0
9813,118,124,6,143,25,19,181,63,57,38,247,63,531,Palo Alto,TRUE,97.08,0,4.85,0
9819,155,173,18,179,25,7,235,81,63,56,247,6,1160,Palo Alto,TRUE,47.21,0,1.89,0
9824,48,80,32,0,-48,-80,127,79,47,127,247,30,35714,Mountain View,TRUE,17.42,0,0.52,0
9826,97,108,11,126,28,18,165,68,57,40,247,211,1821,Palo Alto,TRUE,58.64,0,4.84,0
9830,1116,1164,48,1185,69,21,1202,86,39,17,248,306,57095,Mountain View,TRUE,47.71,0,2.39,0
9844,32,51,19,101,69,50,114,82,63,13,248,241,11979,Mountain View,TRUE,40.75,20,1.59,0
9851,1006,1183,178,1205,199,21,1230,224,46,25,248,63,3336,Palo Alto,FALSE,82.45,0,7.62,6.42
9855,37,63,26,107,70,45,134,97,71,26,248,41,72060,Mountain View,FALSE,63.09,0,7.87,0
9856,3,5,2,0,-3,-5,71,69,67,71,248,77,1719,Mountain View,TRUE,143.7,0,6.05,0
9861,155,195,40,197,43,3,228,73,33,31,248,347,6969,Mountain View,TRUE,33.51,0,1.68,0
9862,1074,1096,22,1125,51,29,1141,67,46,17,248,89,550,Mountain View,FALSE,169.8,0,7.25,0
9869,18,25,7,36,18,11,83,65,58,47,248,45,79754,Mountain View,FALSE,86.8,0,7.43,0
9870,19,24,5,77,59,53,92,73,68,15,248,45,24152,Mountain View,TRUE,42.98,0,5.1,0
9872,1165,1179,13,1229,63,50,1249,84,71,21,248,114,112485,Palo Alto,TRUE,37.48,6,0,0
9876,1103,1103,0,1118,15,15,1175,72,71,57,248,112,5673,Mountain View,TRUE,209.38,0,9.07,0
9879,1140,1204,64,1213,72,9,1252,111,48,39,248,225,4124,Mountain View,TRUE,27.75,0,1.39,6
9883,245,246,1,312,68,66,326,81,80,14,248,10,3184,Palo Alto,TRUE,45.69,0,3.65,49.34
9900,1008,1094,86,1105,98,12,1117,109,23,11,248,122,79405,Mountain View,FALSE,14.65,6,1.19,0
9901,1082,1084,3,1155,73,70,1173,91,89,18,248,90,78089,Mountain View,FALSE,23.89,0,2,0
9908,1041,1068,27,0,-1041,-1068,1142,101,74,1142,248,92,98888,Palo Alto,FALSE,178.54,0,0,0
9911,63,64,1,105,41,41,130,66,66,25,248,63,5189,Mountain View,TRUE,161.21,0,6.86,0
9913,1051,1095,44,0,-1051,-1095,1131,81,37,1131,248,221,1171,Mountain View,FALSE,14.97,0,0.41,0
9917,1086,1087,1,0,-1086,-1087,1157,71,71,1157,248,98,2469,Mountain View,FALSE,29.93,0,2,0
9918,1083,1100,17,1119,37,20,1168,86,69,49,248,98,4092,Mountain View,FALSE,135.31,0,5.67,0
9919,1005,1091,86,1084,79,-7,1104,99,13,20,248,266,21164,Mountain View,FALSE,17.42,0,0.52,0
9920,1033,1093,59,1099,65,6,1120,87,28,22,248,217,1361,Mountain View,FALSE,29.87,0,1.09,0
9921,1107,1157,51,1164,57,7,1181,74,24,17,248,43,12108,Mountain View,FALSE,20.66,0,2.07,0
9930,26,78,52,0,-26,-78,114,88,36,114,248,251,11357,Mountain View,FALSE,43.52,0,2.18,0
9931,920,1049,129,0,-920,-1049,1129,209,80,1129,248,341,1011,Mountain View,FALSE,101,0,8.73,0
9932,15,18,3,86,71,68,114,99,96,28,248,87,13595,Mountain View,TRUE,361.31,0,5,0
9938,676,1080,404,0,-676,-1080,1160,484,80,1160,248,29,2435,Mountain View,FALSE,37.43,0,4,41.43
9944,61,66,5,0,-61,-66,124,63,57,124,248,45,45860,Mountain View,TRUE,126.08,0,6.3,0
9949,189,219,30,253,64,34,271,82,52,18,248,240,98837,Mountain View,TRUE,16.82,0,0.99,0
9960,1037,1078,40,0,-1037,-1078,1139,102,62,1139,248,77,2639,Mountain View,FALSE,77.01,0,3.26,0
9964,1052,1057,6,1158,106,101,1176,125,119,19,248,32,550,Mountain View,FALSE,356.25,0,15.82,0
9966,19,1066,1047,0,-19,-1066,1114,1095,48,1114,248,264,42240,Mountain View,FALSE,82.13,0,3.5,0
9970,174,181,7,0,-174,-181,246,72,64,246,248,32,6929,Mountain View,TRUE,48.74,0,3.93,0
9971,1187,1189,2,0,-1187,-1189,1255,68,66,1255,248,98,11684,Mountain View,TRUE,26.61,0,2.84,0
9978,1094,1130,36,1143,48,12,1158,64,28,16,248,50,14579,Mountain View,FALSE,18.45,0,0.92,0
9979,133,156,23,0,-133,-156,195,62,40,195,248,95,2435,Mountain View,TRUE,14.65,0,2,0
9980,210,235,25,257,47,22,289,79,54,33,248,45,2318,Mountain View,TRUE,52.71,0,2.14,11.91
9982,87,110,23,121,34,11,152,64,41,30,248,221,555,Mountain View,TRUE,99.26,0,7.18,0
9986,7,69,62,101,94,32,113,106,44,12,248,23,2597,Mountain View,FALSE,47.76,0,3.84,0
9987,1063,1082,19,1096,33,14,1128,65,46,31,248,30,550,Mountain View,FALSE,261.85,0,10.81,0
9990,18,26,8,121,103,95,159,140,133,37,248,38,90268,Mountain View,FALSE,66.25,0,5.54,0
9993,1127,1160,33,1177,50,17,1195,68,35,18,248,41,107288,Palo Alto,TRUE,26.66,0,0.95,0
9994,18,50,32,0,-18,-50,97,79,47,97,248,30,10276,Mountain View,FALSE,89.03,0,11.45,0
9999,24,35,10,63,39,28,86,61,51,23,248,109,88685,Mountain View,TRUE,24.48,0,1.22,0
10007,50,100,50,122,71,22,139,89,39,17,248,53,14,Palo Alto,FALSE,59.78,0,4.94,0
10019,31,43,12,76,44,33,101,70,58,25,248,90,2324,Mountain View,TRUE,26.01,0,5,0
10036,6,8,1,24,18,17,71,65,64,47,248,77,1719,Mountain View,TRUE,32.59,0,1.22,0
10037,34,100,66,142,108,42,159,125,59,17,248,216,6422,Mountain View,FALSE,36.83,0,1.41,0
10042,1137,1194,56,0,-1137,-1194,1225,87,31,1225,248,87,4092,Mountain View,TRUE,56.51,0,2.32,0
10044,1067,1078,11,1148,80,70,1169,102,91,21,248,121,959,Mountain View,FALSE,241.2,0,21.07,38.07
10055,120,124,4,0,-120,-124,184,64,60,184,248,63,2078,Mountain View,TRUE,66.14,0,2.76,0
10057,121,143,22,149,28,6,192,71,49,43,248,224,47885,Mountain View,TRUE,39.71,0,6,0
10060,1117,1164,47,1177,60,13,1208,91,44,31,248,264,9877,Mountain View,TRUE,40.26,0,1.57,0
10062,986,1061,75,0,-986,-1061,1126,140,65,1126,248,221,2639,Mountain View,FALSE,126.18,0,10.5,0
10065,1016,1033,17,1093,77,60,1135,118,101,41,248,89,550,Mountain View,FALSE,262.67,0,10.95,12.51
10081,126,140,14,146,20,7,193,66,53,46,248,76,69975,Mountain View,TRUE,121.4,0,6.07,0
10082,123,142,19,166,42,24,211,88,69,46,248,76,17433,Mountain View,TRUE,69.4,0,3.47,0
10085,85,106,21,0,-85,-106,169,83,63,169,248,45,555,Mountain View,TRUE,140.65,0,5,0
10089,1061,1065,4,1129,68,64,1155,94,90,26,248,77,4093,Mountain View,FALSE,231.62,0,10.09,12
10090,5,9,4,91,86,83,114,109,105,23,248,98,74937,Mountain View,FALSE,89.52,0,4,0
10091,40,69,29,0,-40,-69,125,85,55,125,248,243,56862,Mountain View,TRUE,40.53,0,3.17,0
10098,106,114,8,119,13,5,176,70,62,57,248,46,13241,Mountain View,TRUE,57.6,0,2.37,0
10115,1092,1168,76,1178,86,10,1198,107,30,21,248,250,13297,Mountain View,FALSE,61.72,0,9.26,0
10118,80,113,34,124,45,11,153,73,40,29,248,122,41703,Mountain View,TRUE,20.63,0,2.06,0
10125,1128,1138,10,1139,11,1,1198,70,60,59,248,44,74371,Mountain View,TRUE,169.74,0,7.25,0
10129,190,222,32,241,51,19,253,64,32,13,248,87,4694,Mountain View,TRUE,46.13,0,2.31,0
10130,201,220,20,240,39,19,306,105,85,66,248,107,83931,Palo Alto,TRUE,34.27,6,3.9,32.17
